TAZ,District,Sch1TAZs,Sch2TAZs,Sch3TAZs,wSch1,wSch2,wSch3
1,15,3,2,1,0,0,0
2,15,3,2,1,0,0,0
3,15,3,2,1,0,0,0
4,15,3,2,1,0,0,0
5,15,3,2,1,0,0,0
6,15,3,2,1,1,1,0
7,15,3,2,1,0,1,1
8,15,3,2,1,0,0,0
9,15,3,2,1,0,0,0
10,15,3,2,1,0,0,0
11,15,3,2,1,0,0,0
12,15,3,2,1,0,0,0
13,15,3,2,1,0,0,0
14,15,3,2,1,0,0,0
15,15,3,2,1,0,0,0
16,15,3,2,1,0,0,0
17,15,3,2,1,0,0,0
18,15,3,2,1,0,0,0
19,15,3,2,1,0,0,0
20,15,3,2,1,0,0,0
21,15,3,2,1,0,0,0
22,15,3,2,1,0,0,0
23,15,3,2,1,0,0,0
24,15,3,2,1,0,0,0
25,15,3,2,1,0,0,0
26,15,3,2,1,0,0,0
27,11,26,14,11,0,0,0
28,11,26,14,11,0,0,0
29,15,3,2,1,0,0,0
30,15,3,2,1,0,0,0
31,15,3,2,1,0,0,0
32,728,7,6,4,0,0,0
33,728,7,6,4,0,0,0
34,15,3,2,1,0,0,0
35,11,26,14,11,0,0,0
36,728,7,6,4,0,0,0
37,728,7,6,4,0,0,0
38,728,7,6,4,0,0,0
39,728,7,6,4,0,0,0
40,11,26,14,11,0,0,0
41,11,26,14,11,0,0,0
42,728,7,6,4,0,0,0
43,11,26,14,11,0,0,0
44,11,26,14,11,0,0,0
45,11,26,14,11,0,0,0
46,11,26,14,11,0,0,0
47,11,26,14,11,0,0,0
48,11,26,14,11,0,0,0
49,11,26,14,11,0,0,0
50,11,26,14,11,0,0,0
51,11,26,14,11,0,0,0
52,11,26,14,11,0,0,0
53,11,26,14,11,0,0,0
54,11,26,14,11,0,0,0
55,11,26,14,11,0,0,0
56,11,26,14,11,1,0,0
57,11,26,14,11,0,0,0
58,11,26,14,11,0,0,0
59,11,26,14,11,0,0,0
60,11,26,14,11,0,0,0
61,11,26,14,11,0,0,0
62,11,26,14,11,0,0,0
63,11,26,14,11,1,1,1
64,11,26,14,11,0,0,0
65,11,26,14,11,0,0,0
66,11,26,14,11,0,0,0
67,11,26,14,11,0,0,0
68,11,26,14,11,0,0,0
69,11,26,14,11,0,0,0
70,11,26,14,11,1,0,0
71,11,26,14,11,0,0,0
72,11,26,14,11,0,0,0
73,11,26,14,11,1,0,0
74,11,26,14,11,0,0,0
75,11,26,14,11,0,0,0
76,11,26,14,11,0,0,0
77,11,26,14,11,0,0,0
78,15,3,2,1,0,0,0
79,15,3,2,1,0,0,0
80,11,26,14,11,0,0,0
81,11,26,14,11,0,0,0
82,11,26,14,11,0,0,0
83,11,26,14,11,1,0,0
84,11,26,14,11,0,1,1
85,11,26,14,11,0,0,0
86,15,3,2,1,1,0,0
87,11,26,14,11,0,0,0
88,15,3,2,1,0,0,0
89,11,26,14,11,0,0,0
90,15,3,2,1,0,0,0
91,11,26,14,11,0,0,0
92,11,26,14,11,0,0,0
93,11,26,14,11,0,0,0
94,11,26,14,11,0,0,0
95,11,26,14,11,0,0,0
96,11,26,14,11,1,0,0
97,11,26,14,11,0,1,1
98,11,26,14,11,1,0,0
99,11,26,14,11,0,0,0
100,11,26,14,11,0,0,0
101,11,26,14,11,0,0,0
102,11,26,14,11,0,0,0
103,11,26,14,11,0,0,0
104,11,26,14,11,0,0,0
105,11,26,14,11,0,0,0
106,11,26,14,11,0,0,0
107,11,26,14,11,0,0,0
108,11,26,14,11,0,0,0
109,11,26,14,11,0,0,0
110,11,26,14,11,0,0,0
111,11,26,14,11,0,0,0
112,11,26,14,11,0,0,0
113,11,26,14,11,0,0,0
114,11,26,14,11,0,0,0
115,11,26,14,11,0,0,0
116,11,26,14,11,0,0,0
117,11,26,14,11,0,0,0
118,11,26,14,11,0,0,0
119,11,26,14,11,1,0,0
120,11,26,14,11,0,0,0
121,11,26,14,11,0,0,0
122,11,26,14,11,0,0,0
123,11,26,14,11,0,0,0
124,11,26,14,11,0,0,0
125,11,26,14,11,0,0,0
126,11,26,14,11,0,0,0
127,11,26,14,11,0,0,0
128,11,26,14,11,0,0,0
129,11,26,14,11,0,0,0
130,11,26,14,11,0,0,0
131,11,26,14,11,0,0,0
132,831,10,3,1,0,0,0
133,15,3,2,1,0,0,0
134,15,3,2,1,0,0,0
135,15,3,2,1,0,0,0
136,15,3,2,1,1,0,0
137,15,3,2,1,0,0,0
138,15,3,2,1,0,0,0
139,15,3,2,1,0,0,0
140,15,3,2,1,0,0,0
141,15,3,2,1,0,0,0
142,15,3,2,1,0,0,0
143,15,3,2,1,0,0,0
144,15,3,2,1,0,0,0
145,831,10,3,1,0,0,0
146,831,10,3,1,0,0,0
147,831,10,3,1,0,0,0
148,831,10,3,1,0,0,0
149,831,10,3,1,1,0,0
150,831,10,3,1,0,0,0
151,831,10,3,1,0,0,0
152,831,10,3,1,0,0,0
153,831,10,3,1,1,0,0
154,831,10,3,1,0,0,0
155,831,10,3,1,0,0,0
156,831,10,3,1,0,0,0
157,831,10,3,1,0,0,0
158,831,10,3,1,0,0,0
159,831,10,3,1,0,0,0
160,831,10,3,1,0,0,0
161,831,10,3,1,1,0,0
162,831,10,3,1,0,0,0
163,624,8,5,4,0,0,0
164,12,4,2,1,0,0,0
165,12,4,2,1,0,0,0
166,12,4,2,1,0,0,0
167,12,4,2,1,0,0,0
168,12,4,2,1,1,0,0
169,12,4,2,1,0,0,0
170,12,4,2,1,0,0,0
171,12,4,2,1,0,0,0
172,12,4,2,1,1,0,0
173,12,4,2,1,0,0,0
174,12,4,2,1,0,0,0
175,12,4,2,1,0,0,0
176,12,4,2,1,0,0,0
177,12,4,2,1,1,1,1
178,12,4,2,1,1,1,0
179,12,4,2,1,0,0,0
180,831,10,3,1,0,0,0
181,831,10,3,1,0,0,0
182,12,4,2,1,0,0,0
183,831,10,3,1,1,0,0
184,12,4,2,1,0,0,0
185,11,26,14,11,0,0,0
186,11,26,14,11,0,0,0
187,11,26,14,11,1,1,1
188,11,26,14,11,0,0,0
189,11,26,14,11,0,0,0
190,11,26,14,11,0,0,0
191,16,5,3,2,1,0,0
192,16,5,3,2,0,0,0
193,16,5,3,2,0,0,0
194,16,5,3,2,0,0,0
195,16,5,3,2,0,0,0
196,11,26,14,11,0,0,0
197,16,5,3,2,0,0,0
198,12,4,2,1,0,0,0
199,16,5,3,2,0,0,0
200,16,5,3,2,0,0,0
201,16,5,3,2,0,0,0
202,16,5,3,2,0,0,0
203,16,5,3,2,0,0,0
204,16,5,3,2,1,0,0
205,11,26,14,11,1,0,0
206,11,26,14,11,0,0,0
207,11,26,14,11,1,0,0
208,11,26,14,11,0,0,0
209,11,26,14,11,0,0,0
210,11,26,14,11,1,1,0
211,11,26,14,11,0,0,0
212,11,26,14,11,0,0,0
213,11,26,14,11,0,0,0
214,11,26,14,11,0,0,0
215,11,26,14,11,0,0,0
216,11,26,14,11,0,0,0
217,11,26,14,11,1,0,0
218,11,26,14,11,0,0,0
219,11,26,14,11,0,0,0
220,11,26,14,11,0,0,0
221,11,26,14,11,1,0,0
222,11,26,14,11,0,1,1
223,11,26,14,11,0,0,0
224,11,26,14,11,1,0,0
225,11,26,14,11,0,0,0
226,11,26,14,11,0,0,0
227,11,26,14,11,1,1,0
228,11,26,14,11,0,0,0
229,11,26,14,11,1,0,0
230,11,26,14,11,0,0,0
231,11,26,14,11,0,0,0
232,11,26,14,11,0,0,0
233,11,26,14,11,0,0,0
234,11,26,14,11,0,0,0
235,11,26,14,11,0,0,0
236,11,26,14,11,0,1,1
237,11,26,14,11,1,0,0
238,11,26,14,11,1,0,0
239,11,26,14,11,0,1,1
240,11,26,14,11,1,1,1
241,11,26,14,11,0,0,0
242,11,26,14,11,1,0,0
243,11,26,14,11,0,0,0
244,11,26,14,11,0,0,0
245,16,5,3,2,1,1,0
246,16,5,3,2,0,1,1
247,16,5,3,2,0,0,0
248,16,5,3,2,0,0,0
249,16,5,3,2,0,0,0
250,16,5,3,2,0,0,0
251,16,5,3,2,0,0,0
252,16,5,3,2,1,0,0
253,16,5,3,2,0,1,1
254,11,26,14,11,0,0,0
255,14,2,2,1,0,0,0
256,16,5,3,2,0,0,0
257,16,5,3,2,1,0,0
258,16,5,3,2,0,0,0
259,16,5,3,2,0,0,0
260,16,5,3,2,0,0,0
261,14,2,2,1,1,0,0
262,14,2,2,1,0,0,0
263,14,2,2,1,0,0,0
264,14,2,2,1,0,1,0
265,14,2,2,1,0,0,0
266,13,3,3,2,1,0,0
267,14,2,2,1,0,1,1
268,14,2,2,1,0,0,0
269,14,2,2,1,1,0,0
270,13,3,3,2,0,0,0
271,13,3,3,2,0,0,0
272,13,3,3,2,0,0,0
273,13,3,3,2,0,0,0
274,13,3,3,2,0,0,0
275,13,3,3,2,1,1,1
276,13,3,3,2,1,1,0
277,13,3,3,2,0,0,0
278,13,3,3,2,0,1,1
279,13,3,3,2,0,0,0
280,13,3,3,2,0,0,0
281,13,3,3,2,0,0,0
282,13,3,3,2,0,0,0
283,13,3,3,2,0,0,0
284,13,3,3,2,0,0,0
285,111,2,1,1,0,0,0
286,111,2,1,1,0,0,0
287,111,2,1,1,0,0,0
288,111,2,1,1,0,0,0
289,111,2,1,1,0,0,0
290,111,2,1,1,0,0,0
291,111,2,1,1,0,0,0
292,111,2,1,1,0,0,0
293,111,2,1,1,1,1,1
294,111,2,1,1,0,0,0
295,111,2,1,1,1,0,0
296,111,2,1,1,0,0,0
297,110,1,1,1,0,0,0
298,111,2,1,1,0,0,0
299,111,2,1,1,0,0,0
300,111,2,1,1,0,0,0
301,110,1,1,1,0,0,0
302,110,1,1,1,0,0,0
303,110,1,1,1,0,0,0
304,110,1,1,1,0,0,0
305,108,2,1,1,0,0,0
306,108,2,1,1,0,0,0
307,108,2,1,1,0,0,0
308,108,2,1,1,0,0,0
309,108,2,1,1,0,0,0
310,108,2,1,1,0,0,0
311,108,2,1,1,0,0,0
312,108,2,1,1,0,0,0
313,108,2,1,1,0,0,0
314,108,2,1,1,0,0,0
315,108,2,1,1,1,1,1
316,108,2,1,1,0,0,0
317,108,2,1,1,0,0,0
318,110,1,1,1,0,1,1
319,110,1,1,1,0,0,0
320,110,1,1,1,0,0,0
321,110,1,1,1,0,0,0
322,110,1,1,1,0,0,0
323,110,1,1,1,0,0,0
324,110,1,1,1,1,0,0
325,110,1,1,1,0,0,0
326,110,1,1,1,0,0,0
327,110,1,1,1,0,0,0
328,112,6,5,2,1,0,0
329,112,6,5,2,0,0,0
330,110,1,1,1,0,0,0
331,110,1,1,1,0,0,0
332,110,1,1,1,0,0,0
333,110,1,1,1,0,0,0
334,110,1,1,1,0,0,0
335,110,1,1,1,0,0,0
336,110,1,1,1,0,0,0
337,110,1,1,1,0,0,0
338,110,1,1,1,0,0,0
339,110,1,1,1,0,0,0
340,110,1,1,1,0,0,0
341,108,2,1,1,0,0,0
342,108,2,1,1,0,0,0
343,108,2,1,1,0,0,0
344,108,2,1,1,0,0,0
345,108,2,1,1,0,0,0
346,108,2,1,1,0,0,0
347,108,2,1,1,0,0,0
348,716,2,1,1,0,0,0
349,716,2,1,1,0,0,0
350,112,6,5,2,0,0,0
351,112,6,5,2,0,0,0
352,112,6,5,2,0,0,0
353,112,6,5,2,0,0,0
354,112,6,5,2,1,0,0
355,110,1,1,1,0,0,0
356,112,6,5,2,0,0,0
357,112,6,5,2,0,0,0
358,112,6,5,2,0,0,0
359,112,6,5,2,0,0,0
360,112,6,5,2,0,0,0
361,112,6,5,2,0,0,0
362,112,6,5,2,0,0,0
363,112,6,5,2,0,0,0
364,112,6,5,2,0,0,0
365,112,6,5,2,0,0,0
366,112,6,5,2,0,0,0
367,112,6,5,2,1,1,0
368,112,6,5,2,0,0,0
369,112,6,5,2,0,0,0
370,112,6,5,2,0,0,0
371,112,6,5,2,0,0,0
372,112,6,5,2,0,0,0
373,110,1,1,1,0,0,0
374,276,6,2,1,0,0,0
375,112,6,5,2,0,0,0
376,276,6,2,1,0,0,0
377,112,6,5,2,0,0,0
378,112,6,5,2,0,0,0
379,112,6,5,2,0,1,1
380,112,6,5,2,1,1,0
381,112,6,5,2,0,0,0
382,112,6,5,2,0,0,0
383,112,6,5,2,0,0,0
384,112,6,5,2,0,0,0
385,112,6,5,2,0,0,0
386,112,6,5,2,0,0,0
387,112,6,5,2,0,0,0
388,112,6,5,2,0,0,0
389,112,6,5,2,1,1,1
390,112,6,5,2,0,1,0
391,112,6,5,2,0,0,0
392,112,6,5,2,0,0,0
393,112,6,5,2,0,0,0
394,112,6,5,2,1,0,0
395,276,6,2,1,0,0,0
396,197,5,5,3,0,0,0
397,197,5,5,3,1,0,0
398,197,5,5,3,0,0,0
399,197,5,5,3,0,0,0
400,197,5,5,3,0,0,0
401,197,5,5,3,0,0,0
402,197,5,5,3,0,0,0
403,197,5,5,3,0,0,0
404,197,5,5,3,1,0,0
405,197,5,5,3,0,0,0
406,197,5,5,3,0,0,0
407,197,5,5,3,0,1,1
408,197,5,5,3,0,0,0
409,197,5,5,3,0,0,0
410,197,5,5,3,0,0,0
411,197,5,5,3,0,0,0
412,197,5,5,3,0,0,0
413,197,5,5,3,0,1,0
414,197,5,5,3,0,0,0
415,197,5,5,3,0,0,0
416,197,5,5,3,0,0,0
417,197,5,5,3,0,1,1
418,197,5,5,3,1,0,0
419,197,5,5,3,0,0,0
420,197,5,5,3,0,0,0
421,197,5,5,3,0,1,1
422,197,5,5,3,0,0,0
423,197,5,5,3,0,0,0
424,197,5,5,3,0,0,0
425,197,5,5,3,1,0,0
426,197,5,5,3,0,0,0
427,197,5,5,3,0,0,0
428,6,2,1,1,0,0,0
429,6,2,1,1,0,0,0
430,6,2,1,1,0,0,0
431,6,2,1,1,1,0,0
432,6,2,1,1,0,1,1
433,6,2,1,1,0,0,0
434,6,2,1,1,0,0,0
435,6,2,1,1,0,0,0
436,197,5,5,3,0,0,0
437,197,5,5,3,0,0,0
438,197,5,5,3,0,0,0
439,197,5,5,3,0,0,0
440,197,5,5,3,0,0,0
441,199,5,1,1,0,0,0
442,199,5,1,1,0,0,0
443,6,2,1,1,0,0,0
444,6,2,1,1,0,0,0
445,6,2,1,1,0,0,0
446,6,2,1,1,0,0,0
447,6,2,1,1,1,0,0
448,199,5,1,1,0,0,0
449,199,5,1,1,0,0,0
450,199,5,1,1,0,0,0
451,199,5,1,1,1,0,0
452,199,5,1,1,0,0,0
453,199,5,1,1,0,0,0
454,199,5,1,1,0,0,0
455,199,5,1,1,0,0,0
456,199,5,1,1,1,0,0
457,6,2,1,1,0,0,0
458,199,5,1,1,1,0,0
459,199,5,1,1,0,0,0
460,199,5,1,1,0,0,0
461,199,5,1,1,1,0,0
462,199,5,1,1,1,0,0
463,199,5,1,1,0,0,0
464,199,5,1,1,0,0,0
465,199,5,1,1,0,0,0
466,199,5,1,1,0,1,1
467,199,5,1,1,0,0,0
468,199,5,1,1,0,0,0
469,199,5,1,1,0,0,0
470,199,5,1,1,0,0,0
471,196,19,10,5,0,0,0
472,197,5,5,3,0,0,0
473,197,5,5,3,0,0,0
474,197,5,5,3,0,0,0
475,197,5,5,3,0,0,0
476,197,5,5,3,0,0,0
477,197,5,5,3,0,0,0
478,191,9,4,1,0,0,0
479,191,9,4,1,0,0,0
480,197,5,5,3,0,0,0
481,197,5,5,3,1,0,0
482,197,5,5,3,0,0,0
483,196,19,10,5,0,0,0
484,196,19,10,5,0,0,0
485,196,19,10,5,0,0,0
486,196,19,10,5,0,0,0
487,196,19,10,5,0,0,0
488,197,5,5,3,0,0,0
489,196,19,10,5,0,0,0
490,196,19,10,5,0,0,0
491,196,19,10,5,0,0,0
492,196,19,10,5,0,0,0
493,196,19,10,5,0,0,0
494,196,19,10,5,0,0,0
495,196,19,10,5,0,0,0
496,196,19,10,5,1,0,0
497,196,19,10,5,0,0,0
498,197,5,5,3,0,0,0
499,196,19,10,5,0,0,0
500,196,19,10,5,0,0,0
501,196,19,10,5,1,0,0
502,196,19,10,5,0,0,0
503,196,19,10,5,0,0,0
504,196,19,10,5,0,0,0
505,196,19,10,5,0,0,0
506,196,19,10,5,1,1,1
507,196,19,10,5,0,0,0
508,196,19,10,5,0,0,0
509,196,19,10,5,0,0,0
510,196,19,10,5,1,0,0
511,196,19,10,5,0,0,0
512,196,19,10,5,0,0,0
513,199,5,1,1,0,0,0
514,196,19,10,5,0,0,0
515,196,19,10,5,0,0,0
516,196,19,10,5,1,0,0
517,196,19,10,5,0,0,0
518,196,19,10,5,0,0,0
519,196,19,10,5,0,0,0
520,196,19,10,5,0,0,0
521,196,19,10,5,0,0,0
522,196,19,10,5,1,0,0
523,196,19,10,5,1,1,0
524,196,19,10,5,1,0,0
525,196,19,10,5,0,0,0
526,196,19,10,5,0,0,0
527,196,19,10,5,0,1,1
528,196,19,10,5,0,0,0
529,196,19,10,5,0,0,0
530,191,9,4,1,0,0,0
531,196,19,10,5,0,0,0
532,191,9,4,1,1,0,0
533,196,19,10,5,0,0,0
534,196,19,10,5,0,0,0
535,196,19,10,5,0,0,0
536,191,9,4,1,0,0,0
537,196,19,10,5,0,0,0
538,191,9,4,1,0,0,0
539,191,9,4,1,0,0,0
540,191,9,4,1,0,1,0
541,191,9,4,1,1,0,0
542,191,9,4,1,0,0,0
543,191,9,4,1,1,0,0
544,191,9,4,1,0,0,0
545,191,9,4,1,0,0,0
546,191,9,4,1,0,0,0
547,191,9,4,1,0,0,0
548,191,9,4,1,0,0,0
549,191,9,4,1,0,0,0
550,191,9,4,1,0,1,1
551,191,9,4,1,0,0,0
552,191,9,4,1,0,0,0
553,191,9,4,1,0,0,0
554,191,9,4,1,0,0,0
555,196,19,10,5,0,0,0
556,191,9,4,1,0,0,0
557,191,9,4,1,0,0,0
558,191,9,4,1,0,0,0
559,191,9,4,1,1,1,0
560,196,19,10,5,0,0,0
561,196,19,10,5,0,0,0
562,196,19,10,5,0,0,0
563,191,9,4,1,0,0,0
564,191,9,4,1,0,0,0
565,191,9,4,1,0,0,0
566,191,9,4,1,1,0,0
567,191,9,4,1,0,0,0
568,191,9,4,1,1,0,0
569,191,9,4,1,0,0,0
570,191,9,4,1,0,0,0
571,191,9,4,1,0,0,0
572,191,9,4,1,0,0,0
573,191,9,4,1,0,0,0
574,191,9,4,1,0,0,0
575,196,19,10,5,0,0,0
576,191,9,4,1,0,0,0
577,191,9,4,1,0,0,0
578,191,9,4,1,0,0,0
579,191,9,4,1,0,0,0
580,191,9,4,1,0,0,0
581,194,8,5,2,0,0,0
582,191,9,4,1,0,0,0
583,194,8,5,2,0,0,0
584,196,19,10,5,0,0,0
585,196,19,10,5,0,0,0
586,196,19,10,5,0,0,0
587,196,19,10,5,1,0,0
588,196,19,10,5,0,0,0
589,196,19,10,5,0,0,0
590,196,19,10,5,1,1,0
591,196,19,10,5,1,0,0
592,196,19,10,5,0,0,0
593,196,19,10,5,0,0,0
594,196,19,10,5,0,0,0
595,196,19,10,5,0,1,1
596,196,19,10,5,1,0,0
597,196,19,10,5,0,0,0
598,196,19,10,5,0,0,0
599,196,19,10,5,0,0,0
600,196,19,10,5,0,0,0
601,196,19,10,5,0,0,0
602,196,19,10,5,1,0,0
603,196,19,10,5,0,0,0
604,196,19,10,5,0,0,0
605,196,19,10,5,0,1,0
606,196,19,10,5,0,0,0
607,196,19,10,5,1,0,0
608,196,19,10,5,1,1,0
609,196,19,10,5,0,1,1
610,196,19,10,5,0,0,0
611,196,19,10,5,1,1,0
612,196,19,10,5,0,0,0
613,196,19,10,5,0,0,0
614,196,19,10,5,0,0,0
615,196,19,10,5,0,0,0
616,196,19,10,5,0,0,0
617,196,19,10,5,0,0,0
618,196,19,10,5,0,0,0
619,196,19,10,5,0,0,0
620,196,19,10,5,0,0,0
621,196,19,10,5,0,0,0
622,196,19,10,5,1,0,0
623,196,19,10,5,0,0,0
624,196,19,10,5,0,0,0
625,196,19,10,5,0,0,0
626,196,19,10,5,0,0,0
627,196,19,10,5,0,0,0
628,196,19,10,5,0,0,0
629,196,19,10,5,0,0,0
630,196,19,10,5,0,0,0
631,196,19,10,5,1,1,1
632,196,19,10,5,0,0,0
633,196,19,10,5,0,0,0
634,196,19,10,5,0,0,0
635,196,19,10,5,0,0,0
636,196,19,10,5,0,0,0
637,196,19,10,5,0,0,0
638,192,5,3,1,0,0,0
639,192,5,3,1,1,0,0
640,192,5,3,1,1,1,0
641,192,5,3,1,1,1,0
642,192,5,3,1,0,0,0
643,192,5,3,1,0,0,0
644,192,5,3,1,1,1,1
645,192,5,3,1,0,0,0
646,192,5,3,1,1,0,0
647,192,5,3,1,0,0,0
648,196,19,10,5,0,0,0
649,196,19,10,5,0,0,0
650,196,19,10,5,1,0,0
651,196,19,10,5,0,0,0
652,196,19,10,5,0,0,0
653,194,8,5,2,0,0,0
654,194,8,5,2,0,0,0
655,196,19,10,5,0,0,0
656,194,8,5,2,1,0,0
657,194,8,5,2,1,0,0
658,194,8,5,2,1,0,0
659,194,8,5,2,1,0,0
660,194,8,5,2,0,0,0
661,194,8,5,2,0,0,0
662,194,8,5,2,0,0,0
663,194,8,5,2,1,0,0
664,194,8,5,2,0,0,0
665,194,8,5,2,0,0,0
666,194,8,5,2,0,1,0
667,194,8,5,2,1,1,1
668,194,8,5,2,0,0,0
669,194,8,5,2,0,0,0
670,194,8,5,2,0,1,0
671,194,8,5,2,0,0,0
672,194,8,5,2,0,0,0
673,194,8,5,2,0,0,0
674,194,8,5,2,0,0,0
675,194,8,5,2,0,0,0
676,194,8,5,2,0,0,0
677,194,8,5,2,0,0,0
678,194,8,5,2,0,1,1
679,194,8,5,2,0,0,0
680,194,8,5,2,1,0,0
681,194,8,5,2,0,0,0
682,194,8,5,2,0,0,0
683,194,8,5,2,0,0,0
684,192,5,3,1,0,0,0
685,194,8,5,2,0,0,0
686,194,8,5,2,0,0,0
687,194,8,5,2,0,0,0
688,194,8,5,2,0,0,0
689,194,8,5,2,0,0,0
690,194,8,5,2,0,0,0
691,194,8,5,2,1,1,0
692,194,8,5,2,0,0,0
693,194,8,5,2,0,0,0
694,194,8,5,2,0,0,0
695,194,8,5,2,0,0,0
696,192,5,3,1,0,0,0
697,192,5,3,1,0,0,0
698,192,5,3,1,0,0,0
699,192,5,3,1,0,0,0
700,659,4,1,1,1,0,0
701,194,8,5,2,0,0,0
702,659,4,1,1,0,0,0
703,659,4,1,1,0,0,0
704,659,4,1,1,0,0,0
705,659,4,1,1,0,0,0
706,659,4,1,1,0,0,0
707,195,1,1,1,0,0,0
708,659,4,1,1,0,0,0
709,192,5,3,1,0,0,0
710,195,1,1,1,0,0,0
711,192,5,3,1,0,0,0
712,192,5,3,1,0,0,0
713,192,5,3,1,0,0,0
714,192,5,3,1,0,0,0
715,192,5,3,1,0,0,0
716,196,19,10,5,0,0,0
717,196,19,10,5,0,0,0
718,196,19,10,5,0,0,0
719,196,19,10,5,0,0,0
720,196,19,10,5,0,0,0
721,196,19,10,5,0,0,0
722,196,19,10,5,0,0,0
723,196,19,10,5,0,0,0
724,196,19,10,5,0,0,0
725,199,5,1,1,0,0,0
726,196,19,10,5,0,0,0
727,196,19,10,5,0,0,0
728,196,19,10,5,0,0,0
729,200,4,3,2,0,0,0
730,200,4,3,2,0,0,0
731,200,4,3,2,0,0,0
732,200,4,3,2,0,0,0
733,200,4,3,2,0,0,0
734,200,4,3,2,0,0,0
735,200,4,3,2,0,0,0
736,200,4,3,2,0,0,0
737,200,4,3,2,0,0,0
738,192,5,3,1,0,0,0
739,195,1,1,1,0,0,0
740,200,4,3,2,0,0,0
741,195,1,1,1,0,0,0
742,195,1,1,1,1,1,1
743,195,1,1,1,0,0,0
744,195,1,1,1,0,0,0
745,195,1,1,1,0,0,0
746,195,1,1,1,0,0,0
747,200,4,3,2,0,0,0
748,200,4,3,2,0,0,0
749,200,4,3,2,0,0,0
750,200,4,3,2,0,0,0
751,252,1,1,1,0,0,0
752,252,1,1,1,0,0,0
753,200,4,3,2,0,0,0
754,200,4,3,2,0,0,0
755,200,4,3,2,0,0,0
756,200,4,3,2,0,0,0
757,200,4,3,2,0,0,0
758,200,4,3,2,0,0,0
759,200,4,3,2,0,0,0
760,200,4,3,2,0,0,0
761,200,4,3,2,0,1,1
762,200,4,3,2,0,0,0
763,200,4,3,2,0,0,0
764,200,4,3,2,0,0,0
765,200,4,3,2,1,0,0
766,200,4,3,2,1,1,0
767,200,4,3,2,0,0,0
768,200,4,3,2,0,0,0
769,200,4,3,2,1,0,0
770,200,4,3,2,0,1,1
771,200,4,3,2,0,0,0
772,200,4,3,2,0,0,0
773,200,4,3,2,1,0,0
774,200,4,3,2,0,0,0
775,200,4,3,2,0,0,0
776,200,4,3,2,0,0,0
777,883,1,2,1,1,1,1
778,877,5,1,1,0,0,0
779,883,1,2,1,0,0,0
780,883,1,2,1,0,0,0
781,877,5,1,1,0,0,0
782,877,5,1,1,0,0,0
783,883,1,2,1,0,0,0
784,279,18,8,4,0,0,0
785,279,18,8,4,0,0,0
786,877,5,1,1,0,0,0
787,877,5,1,1,0,0,0
788,877,5,1,1,0,0,0
789,877,5,1,1,0,0,0
